province,province_folder,kabupaten,year,tmax_annual,tmin_annual,tmean_annual,ppt_annual,ppt_std,credit_score
Sulawesi Tengah,sulawesi_tengah,KAB. SIGI,2021,29.23,20.86,25.04,729.2,57.3,644
Sulawesi Tengah,sulawesi_tengah,KAB. SIGI,2022,29.8,21.25,25.53,704.3,48.35,635
Sulawesi Tengah,sulawesi_tengah,KAB. SIGI,2023,30.2,21.53,25.87,465.7,70.76,601
Sulawesi Tengah,sulawesi_tengah,KAB. SIGI,2024,30.46,22.09,26.28,566.0,72.81,602
Sulawesi Tengah,sulawesi_tengah,KAB. SIGI,2025,29.62,21.41,25.52,519.6,81.69,604
Sulawesi Tengah,sulawesi_tengah,KAB. TOJO UNA UNA,2021,30.75,22.08,26.41,571.3,54.28,587
Sulawesi Tengah,sulawesi_tengah,KAB. TOJO UNA UNA,2022,29.35,20.89,25.12,685.8,62.34,611
Sulawesi Tengah,sulawesi_tengah,KAB. TOJO UNA UNA,2023,30.15,21.48,25.82,393.6,61.9,616
Sulawesi Tengah,sulawesi_tengah,KAB. TOJO UNA UNA,2024,29.38,21.23,25.31,595.0,84.92,619
Sulawesi Tengah,sulawesi_tengah,KAB. TOJO UNA UNA,2025,29.18,21.06,25.12,515.2,101.52,612
Sulawesi Tengah,sulawesi_tengah,KAB. TOLI TOLI,2021,29.5,21.07,25.29,732.8,63.56,617
Sulawesi Tengah,sulawesi_tengah,KAB. TOLI TOLI,2022,29.7,21.17,25.43,662.9,42.35,642
Sulawesi Tengah,sulawesi_tengah,KAB. TOLI TOLI,2023,30.29,21.6,25.95,436.5,40.7,621
Sulawesi Tengah,sulawesi_tengah,KAB. TOLI TOLI,2024,30.34,21.99,26.16,562.5,69.5,618
Sulawesi Tengah,sulawesi_tengah,KAB. TOLI TOLI,2025,29.2,21.08,25.14,765.1,90.98,588
Sulawesi Tengah,sulawesi_tengah,KOTA PALU,2021,30.28,21.71,25.99,617.5,39.93,562
Sulawesi Tengah,sulawesi_tengah,KOTA PALU,2022,30.76,22.02,26.39,623.0,44.38,616
Sulawesi Tengah,sulawesi_tengah,KOTA PALU,2023,30.43,21.71,26.07,560.4,60.16,589
Sulawesi Tengah,sulawesi_tengah,KOTA PALU,2024,30.81,22.37,26.59,670.2,55.71,603
Sulawesi Tengah,sulawesi_tengah,KOTA PALU,2025,29.47,21.29,25.38,714.4,37.14,629
Sulawesi Tenggara,sulawesi_tenggara,KAB. BOMBANA,2021,30.74,22.53,26.64,607.1,61.67,629
Sulawesi Tenggara,sulawesi_tenggara,KAB. BOMBANA,2022,30.69,22.39,26.54,660.4,69.18,608
Sulawesi Tenggara,sulawesi_tenggara,KAB. BOMBANA,2023,30.91,22.31,26.61,678.9,129.99,576
Sulawesi Tenggara,sulawesi_tenggara,KAB. BOMBANA,2024,30.74,22.54,26.64,744.7,80.37,609
Sulawesi Tenggara,sulawesi_tenggara,KAB. BOMBANA,2025,30.89,22.74,26.81,804.3,131.18,579
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON,2021,31.31,22.98,27.15,731.7,61.67,590
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON,2022,30.18,21.99,26.09,617.6,52.85,633
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON,2023,31.47,22.75,27.11,399.8,97.99,562
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON,2024,32.0,23.55,27.78,714.1,85.88,582
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON,2025,30.78,22.65,26.72,959.7,148.89,544
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON SELATAN,2021,30.65,22.46,26.56,607.5,74.72,604
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON SELATAN,2022,31.25,22.84,27.05,638.6,81.83,592
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON SELATAN,2023,31.28,22.6,26.94,480.8,64.66,621
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON SELATAN,2024,31.21,22.91,27.06,695.7,76.89,568
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON SELATAN,2025,30.85,22.71,26.78,748.9,146.48,558
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON TENGAH,2021,30.71,22.5,26.61,646.5,88.8,606
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON TENGAH,2022,31.3,22.88,27.09,640.7,84.93,592
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON TENGAH,2023,31.73,22.96,27.35,546.9,76.56,587
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON TENGAH,2024,31.82,23.4,27.61,572.6,80.99,567
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON TENGAH,2025,32.15,23.74,27.94,833.5,135.28,545
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON UTARA,2021,29.72,21.71,25.71,832.8,48.64,644
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON UTARA,2022,30.34,22.11,26.22,662.6,98.71,594
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON UTARA,2023,31.85,23.05,27.45,482.9,106.6,576
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON UTARA,2024,31.02,22.76,26.89,629.3,87.46,588
Sulawesi Tenggara,sulawesi_tenggara,KAB. BUTON UTARA,2025,31.31,23.07,27.19,886.7,148.48,542
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA,2021,30.64,22.44,26.54,781.0,67.44,618
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA,2022,30.3,22.08,26.19,656.8,78.73,611
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA,2023,31.92,23.11,27.51,480.9,83.84,613
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA,2024,31.35,23.02,27.18,627.2,89.15,569
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA,2025,31.29,23.05,27.17,890.8,132.16,579
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA TIMUR,2021,30.51,22.34,26.43,638.4,79.3,581
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA TIMUR,2022,31.56,23.09,27.33,663.9,73.84,590
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA TIMUR,2023,32.2,23.33,27.76,536.0,108.52,579
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA TIMUR,2024,30.72,22.52,26.62,672.4,72.42,569
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA TIMUR,2025,30.26,22.23,26.25,781.6,132.29,579
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA UTARA,2021,30.71,22.5,26.6,606.3,83.2,588
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA UTARA,2022,31.4,22.96,27.18,533.3,92.14,572
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA UTARA,2023,31.06,22.42,26.74,564.1,100.95,589
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA UTARA,2024,31.33,23.01,27.17,603.3,104.54,595
Sulawesi Tenggara,sulawesi_tenggara,KAB. KOLAKA UTARA,2025,30.21,22.19,26.2,858.0,157.59,570
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE,2021,31.18,22.87,27.03,907.6,60.88,602
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE,2022,31.32,22.9,27.11,680.6,95.97,584
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE,2023,31.46,22.74,27.1,464.5,121.57,569
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE,2024,31.07,22.8,26.94,505.1,78.61,577
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE,2025,31.14,22.93,27.04,920.7,142.74,581
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE KEPULAUAN,2021,31.48,23.11,27.3,613.0,62.17,599
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE KEPULAUAN,2022,30.69,22.4,26.55,679.9,78.73,604
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE KEPULAUAN,2023,31.81,23.02,27.42,460.0,104.06,560
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE KEPULAUAN,2024,31.29,22.98,27.14,544.1,84.66,580
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE KEPULAUAN,2025,30.76,22.63,26.69,796.1,141.55,568
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE SELATAN,2021,30.86,22.62,26.74,687.0,87.91,569
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE SELATAN,2022,30.25,22.05,26.15,631.4,119.17,562
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE SELATAN,2023,30.94,22.33,26.64,387.3,112.99,571
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE SELATAN,2024,30.28,22.17,26.22,599.3,118.55,595
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE SELATAN,2025,30.06,22.07,26.06,650.8,118.59,581
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE UTARA,2021,31.27,22.95,27.11,811.6,61.13,582
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE UTARA,2022,31.18,22.79,26.98,800.3,104.28,568
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE UTARA,2023,31.34,22.65,26.99,311.4,89.66,578
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE UTARA,2024,31.1,22.83,26.97,597.4,83.54,585
Sulawesi Tenggara,sulawesi_tenggara,KAB. KONAWE UTARA,2025,31.39,23.13,27.26,911.3,138.5,596
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA,2021,31.37,23.03,27.2,750.2,69.78,608
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA,2022,31.29,22.88,27.08,694.9,108.33,593
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA,2023,30.74,22.17,26.46,454.3,100.08,606
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA,2024,31.54,23.18,27.36,719.6,86.0,568
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA,2025,30.12,22.12,26.12,876.7,152.4,557
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA BARAT,2021,29.85,21.81,25.83,721.3,44.96,608
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA BARAT,2022,30.5,22.25,26.38,616.9,89.61,616
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA BARAT,2023,31.52,22.79,27.16,392.7,115.18,563
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA BARAT,2024,30.6,22.43,26.51,644.5,74.15,583
Sulawesi Tenggara,sulawesi_tenggara,KAB. MUNA BARAT,2025,30.65,22.54,26.59,849.7,148.9,563
Sulawesi Tenggara,sulawesi_tenggara,KAB. WAKATOBI,2021,31.49,23.12,27.3,715.0,73.41,586
Sulawesi Tenggara,sulawesi_tenggara,KAB. WAKATOBI,2022,30.62,22.34,26.48,703.6,84.06,601
Sulawesi Tenggara,sulawesi_tenggara,KAB. WAKATOBI,2023,31.41,22.71,27.06,351.3,106.95,580
Sulawesi Tenggara,sulawesi_tenggara,KAB. WAKATOBI,2024,31.5,23.15,27.32,563.7,67.1,579
Sulawesi Tenggara,sulawesi_tenggara,KAB. WAKATOBI,2025,31.57,23.28,27.42,848.6,137.64,571
Sulawesi Tenggara,sulawesi_tenggara,KOTA BAU BAU,2021,30.25,22.13,26.19,655.9,88.35,591
Sulawesi Tenggara,sulawesi_tenggara,KOTA BAU BAU,2022,30.91,22.57,26.74,645.0,85.11,590
Sulawesi Tenggara,sulawesi_tenggara,KOTA BAU BAU,2023,31.06,22.42,26.74,615.6,122.27,585
Sulawesi Tenggara,sulawesi_tenggara,KOTA BAU BAU,2024,31.08,22.81,26.95,567.8,47.09,597
Sulawesi Tenggara,sulawesi_tenggara,KOTA BAU BAU,2025,30.09,22.09,26.09,702.2,143.1,571
Sulawesi Tenggara,sulawesi_tenggara,KOTA KENDARI,2021,30.65,22.46,26.56,614.0,64.6,614
Sulawesi Tenggara,sulawesi_tenggara,KOTA KENDARI,2022,31.09,22.72,26.9,731.3,48.97,592
Sulawesi Tenggara,sulawesi_tenggara,KOTA KENDARI,2023,31.4,22.69,27.05,384.9,115.5,567
Sulawesi Tenggara,sulawesi_tenggara,KOTA KENDARI,2024,31.71,23.31,27.51,546.3,74.87,594
Sulawesi Tenggara,sulawesi_tenggara,KOTA KENDARI,2025,30.6,22.5,26.55,629.1,146.11,602
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW,2021,30.22,21.33,25.78,303.0,61.01,622
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW,2022,29.9,21.08,25.49,200.0,51.84,628
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW,2023,30.16,21.06,25.61,239.7,77.11,615
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW,2024,30.53,21.88,26.21,200.0,54.39,595
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW,2025,30.12,21.67,25.89,291.8,74.72,610
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW SELATAN,2021,30.76,21.77,26.27,200.0,70.24,600
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW SELATAN,2022,30.48,21.54,26.01,200.0,67.47,611
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW SELATAN,2023,30.59,21.41,26.0,200.0,51.87,613
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW SELATAN,2024,29.56,21.1,25.33,246.0,88.99,616
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW SELATAN,2025,29.75,21.37,25.56,224.4,97.26,599
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW TIMUR,2021,30.71,21.72,26.21,200.0,64.2,605
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW TIMUR,2022,30.05,21.19,25.62,290.4,104.38,578
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW TIMUR,2023,30.64,21.44,26.04,200.0,93.62,588
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW TIMUR,2024,31.13,22.36,26.75,205.4,59.83,621
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW TIMUR,2025,30.68,22.12,26.4,297.0,77.45,604
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW UTARA,2021,30.55,21.59,26.07,305.1,95.22,593
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW UTARA,2022,30.18,21.3,25.74,205.5,85.32,631
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW UTARA,2023,30.15,21.05,25.6,200.0,67.03,591
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW UTARA,2024,31.0,22.26,26.63,200.0,92.46,571
Sulawesi Utara,sulawesi_utara,KAB. BOLAANG MONGONDOW UTARA,2025,30.45,21.93,26.19,200.0,114.21,612
Sulawesi Utara,sulawesi_utara,KAB. KEP. SIAU TAGULANDANG BIARO,2021,31.14,22.06,26.6,295.9,66.07,598
Sulawesi Utara,sulawesi_utara,KAB. KEP. SIAU TAGULANDANG BIARO,2022,30.06,21.2,25.63,245.8,56.35,613
Sulawesi Utara,sulawesi_utara,KAB. KEP. SIAU TAGULANDANG BIARO,2023,31.6,22.21,26.9,200.0,47.03,581
Sulawesi Utara,sulawesi_utara,KAB. KEP. SIAU TAGULANDANG BIARO,2024,30.64,21.97,26.31,200.0,72.31,608
Sulawesi Utara,sulawesi_utara,KAB. KEP. SIAU TAGULANDANG BIARO,2025,30.02,21.59,25.8,308.5,109.64,603
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN SANGIHE,2021,30.5,21.56,26.03,200.0,76.87,585
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN SANGIHE,2022,30.22,21.33,25.78,200.0,75.59,604
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN SANGIHE,2023,30.98,21.72,26.35,283.3,106.42,577
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN SANGIHE,2024,30.13,21.56,25.84,262.4,59.17,618
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN SANGIHE,2025,30.55,22.01,26.28,202.6,77.49,584
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN TALAUD,2021,30.5,21.55,26.03,200.0,51.22,631
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN TALAUD,2022,30.12,21.26,25.69,240.7,61.37,628
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN TALAUD,2023,29.96,20.9,25.43,200.0,93.45,597
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN TALAUD,2024,30.76,22.07,26.42,200.0,90.78,589
Sulawesi Utara,sulawesi_utara,KAB. KEPULAUAN TALAUD,2025,30.4,21.89,26.15,200.0,88.63,596
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA,2021,29.66,20.88,25.27,216.7,94.17,595
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA,2022,30.56,21.6,26.08,346.3,62.36,600
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA,2023,31.42,22.07,26.75,200.0,109.66,571
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA,2024,30.46,21.83,26.14,253.3,95.56,619
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA,2025,30.11,21.66,25.88,261.4,112.17,607
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA SELATAN,2021,30.29,21.39,25.84,200.0,109.63,605
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA SELATAN,2022,29.98,21.14,25.56,246.9,84.25,612
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA SELATAN,2023,30.45,21.29,25.87,200.0,91.39,580
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA SELATAN,2024,29.58,21.12,25.35,200.0,77.11,614
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA SELATAN,2025,30.07,21.63,25.85,200.0,116.75,606
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA TENGGARA,2021,30.41,21.48,25.95,339.8,73.59,586
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA TENGGARA,2022,29.77,20.97,25.37,255.7,63.67,627
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA TENGGARA,2023,30.16,21.06,25.61,277.7,78.25,641
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA TENGGARA,2024,29.55,21.1,25.33,303.0,65.87,636
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA TENGGARA,2025,29.9,21.49,25.7,200.0,118.95,614
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA UTARA,2021,29.72,20.93,25.32,230.0,91.18,610
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA UTARA,2022,30.42,21.5,25.96,229.4,41.38,633
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA UTARA,2023,30.35,21.21,25.78,200.0,75.78,594
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA UTARA,2024,30.57,21.92,26.24,251.3,87.87,608
Sulawesi Utara,sulawesi_utara,KAB. MINAHASA UTARA,2025,29.59,21.24,25.42,419.6,104.35,613
Sulawesi Utara,sulawesi_utara,KOTA BITUNG,2021,30.36,21.44,25.9,312.5,112.97,593
Sulawesi Utara,sulawesi_utara,KOTA BITUNG,2022,29.49,20.75,25.12,216.1,31.23,655
Sulawesi Utara,sulawesi_utara,KOTA BITUNG,2023,30.85,21.61,26.23,200.0,87.0,584
Sulawesi Utara,sulawesi_utara,KOTA BITUNG,2024,30.14,21.57,25.86,200.0,79.04,603
Sulawesi Utara,sulawesi_utara,KOTA BITUNG,2025,30.93,22.32,26.62,200.0,99.44,588
Sulawesi Utara,sulawesi_utara,KOTA KOTAMOBAGU,2021,29.58,20.82,25.2,261.9,71.59,602
Sulawesi Utara,sulawesi_utara,KOTA KOTAMOBAGU,2022,29.83,21.02,25.43,200.0,61.0,621
Sulawesi Utara,sulawesi_utara,KOTA KOTAMOBAGU,2023,30.94,21.69,26.32,200.0,81.63,568
Sulawesi Utara,sulawesi_utara,KOTA KOTAMOBAGU,2024,30.45,21.82,26.13,200.0,100.38,608
Sulawesi Utara,sulawesi_utara,KOTA KOTAMOBAGU,2025,29.78,21.39,25.58,200.0,78.17,612
Sulawesi Utara,sulawesi_utara,KOTA MANADO,2021,31.26,22.16,26.71,269.6,63.44,589
Sulawesi Utara,sulawesi_utara,KOTA MANADO,2022,30.77,21.77,26.27,250.2,70.77,588
Sulawesi Utara,sulawesi_utara,KOTA MANADO,2023,30.58,21.4,25.99,200.0,92.65,590
Sulawesi Utara,sulawesi_utara,KOTA MANADO,2024,30.2,21.62,25.91,342.1,54.39,626
Sulawesi Utara,sulawesi_utara,KOTA MANADO,2025,30.97,22.35,26.66,235.0,97.33,595
Sulawesi Utara,sulawesi_utara,KOTA TOMOHON,2021,30.78,21.78,26.28,200.0,90.45,582
Sulawesi Utara,sulawesi_utara,KOTA TOMOHON,2022,28.86,20.24,24.55,200.0,53.05,623
Sulawesi Utara,sulawesi_utara,KOTA TOMOHON,2023,30.12,21.03,25.58,200.0,93.37,610
Sulawesi Utara,sulawesi_utara,KOTA TOMOHON,2024,30.82,22.12,26.47,216.0,63.45,592
Sulawesi Utara,sulawesi_utara,KOTA TOMOHON,2025,30.39,21.88,26.14,253.8,106.88,592
Sumatera Barat,sumatera_barat,KAB. AGAM,2021,29.63,20.11,24.87,780.4,67.71,620
Sumatera Barat,sumatera_barat,KAB. AGAM,2022,28.88,19.42,24.15,725.0,68.03,633
Sumatera Barat,sumatera_barat,KAB. AGAM,2023,29.49,20.11,24.8,735.2,47.34,642
Sumatera Barat,sumatera_barat,KAB. AGAM,2024,29.83,20.51,25.17,957.8,106.35,580
Sumatera Barat,sumatera_barat,KAB. AGAM,2025,29.0,19.69,24.34,637.3,86.54,590
Sumatera Barat,sumatera_barat,KAB. DHARMASRAYA,2021,29.47,19.99,24.73,721.7,77.6,608
Sumatera Barat,sumatera_barat,KAB. DHARMASRAYA,2022,29.44,19.87,24.65,810.6,56.56,653
Sumatera Barat,sumatera_barat,KAB. DHARMASRAYA,2023,29.86,20.4,25.13,768.2,31.16,661
Sumatera Barat,sumatera_barat,KAB. DHARMASRAYA,2024,29.41,20.18,24.79,1041.6,111.89,630
Sumatera Barat,sumatera_barat,KAB. DHARMASRAYA,2025,28.35,19.17,23.76,665.7,93.23,623
Sumatera Barat,sumatera_barat,KAB. KEPULAUAN MENTAWAI,2021,28.66,19.33,24.0,744.9,81.65,599
Sumatera Barat,sumatera_barat,KAB. KEPULAUAN MENTAWAI,2022,29.94,20.26,25.1,745.7,88.85,570
Sumatera Barat,sumatera_barat,KAB. KEPULAUAN MENTAWAI,2023,30.07,20.57,25.32,792.7,52.38,609
Sumatera Barat,sumatera_barat,KAB. KEPULAUAN MENTAWAI,2024,28.84,19.72,24.28,983.2,129.82,600
Sumatera Barat,sumatera_barat,KAB. KEPULAUAN MENTAWAI,2025,29.42,20.02,24.72,917.3,109.86,623
Sumatera Barat,sumatera_barat,KAB. LIMA PULUH KOTA,2021,29.52,20.03,24.77,864.9,86.17,625
Sumatera Barat,sumatera_barat,KAB. LIMA PULUH KOTA,2022,27.96,18.68,23.32,729.0,90.72,635
Sumatera Barat,sumatera_barat,KAB. LIMA PULUH KOTA,2023,28.96,19.68,24.32,660.1,32.43,629
Sumatera Barat,sumatera_barat,KAB. LIMA PULUH KOTA,2024,30.71,21.22,25.97,1080.9,100.83,574
Sumatera Barat,sumatera_barat,KAB. LIMA PULUH KOTA,2025,29.53,20.12,24.82,723.3,106.19,607
Sumatera Barat,sumatera_barat,KAB. PADANG PARIAMAN,2021,29.49,20.0,24.75,842.9,86.14,623
Sumatera Barat,sumatera_barat,KAB. PADANG PARIAMAN,2022,30.68,20.85,25.76,686.7,47.1,618
Sumatera Barat,sumatera_barat,KAB. PADANG PARIAMAN,2023,29.16,19.85,24.5,552.5,25.72,627
Sumatera Barat,sumatera_barat,KAB. PADANG PARIAMAN,2024,29.32,20.11,24.71,872.6,99.77,619
Sumatera Barat,sumatera_barat,KAB. PADANG PARIAMAN,2025,29.72,20.26,24.99,737.2,94.27,612
Sumatera Barat,sumatera_barat,KAB. PASAMAN,2021,29.68,20.16,24.92,716.6,77.2,597
Sumatera Barat,sumatera_barat,KAB. PASAMAN,2022,29.39,19.83,24.61,613.6,36.98,623
Sumatera Barat,sumatera_barat,KAB. PASAMAN,2023,29.53,20.14,24.84,717.3,79.07,625
Sumatera Barat,sumatera_barat,KAB. PASAMAN,2024,29.9,20.57,25.23,1011.9,111.16,592
Sumatera Barat,sumatera_barat,KAB. PASAMAN,2025,29.61,20.17,24.89,911.1,65.11,643
Sumatera Barat,sumatera_barat,KAB. PASAMAN BARAT,2021,29.44,19.97,24.7,948.8,85.4,621
Sumatera Barat,sumatera_barat,KAB. PASAMAN BARAT,2022,30.03,20.34,25.19,718.6,72.28,603
Sumatera Barat,sumatera_barat,KAB. PASAMAN BARAT,2023,29.38,20.02,24.7,500.6,30.58,637
Sumatera Barat,sumatera_barat,KAB. PASAMAN BARAT,2024,29.27,20.07,24.67,1012.1,127.18,599
Sumatera Barat,sumatera_barat,KAB. PASAMAN BARAT,2025,29.62,20.19,24.9,843.6,94.5,596
Sumatera Barat,sumatera_barat,KAB. PESISIR SELATAN,2021,29.84,20.28,25.06,778.7,82.03,595
Sumatera Barat,sumatera_barat,KAB. PESISIR SELATAN,2022,29.07,19.57,24.32,823.7,66.44,637
Sumatera Barat,sumatera_barat,KAB. PESISIR SELATAN,2023,29.85,20.39,25.12,587.4,31.62,643
Sumatera Barat,sumatera_barat,KAB. PESISIR SELATAN,2024,30.16,20.78,25.47,939.3,107.28,603
Sumatera Barat,sumatera_barat,KAB. PESISIR SELATAN,2025,29.9,20.41,25.16,729.1,93.96,626
Sumatera Barat,sumatera_barat,KAB. SIJUNJUNG,2021,29.94,20.36,25.15,901.1,104.75,590
Sumatera Barat,sumatera_barat,KAB. SIJUNJUNG,2022,29.07,19.57,24.32,867.4,58.52,655
Sumatera Barat,sumatera_barat,KAB. SIJUNJUNG,2023,28.91,19.64,24.27,489.9,73.2,612
Sumatera Barat,sumatera_barat,KAB. SIJUNJUNG,2024,29.39,20.16,24.77,936.2,100.44,592
Sumatera Barat,sumatera_barat,KAB. SIJUNJUNG,2025,29.81,20.33,25.07,747.7,77.39,585
Sumatera Barat,sumatera_barat,KAB. SOLOK,2021,29.46,19.98,24.72,663.3,68.6,613
Sumatera Barat,sumatera_barat,KAB. SOLOK,2022,28.15,18.84,23.5,655.1,75.44,628
Sumatera Barat,sumatera_barat,KAB. SOLOK,2023,28.38,19.22,23.8,559.5,48.07,652
Sumatera Barat,sumatera_barat,KAB. SOLOK,2024,29.55,20.29,24.92,1105.7,141.6,592
Sumatera Barat,sumatera_barat,KAB. SOLOK,2025,29.02,19.71,24.37,822.3,108.21,592
Sumatera Barat,sumatera_barat,KAB. SOLOK SELATAN,2021,28.94,19.56,24.25,658.3,80.98,616
Sumatera Barat,sumatera_barat,KAB. SOLOK SELATAN,2022,29.12,19.61,24.37,734.1,79.39,615
Sumatera Barat,sumatera_barat,KAB. SOLOK SELATAN,2023,28.98,19.7,24.34,585.8,49.74,608
Sumatera Barat,sumatera_barat,KAB. SOLOK SELATAN,2024,30.01,20.66,25.34,852.2,128.01,572
